,acelZ,rearBrakeP
176.075,0.85107421875,5.6751500000000155
176.1,0.8409423828125,5.6498
176.125,0.90185546875,5.763875
176.15,0.87255859375,5.877950000000001
176.175,0.91796875,5.8652749999999925
176.2,0.915771484375,5.8526
176.225,0.927734375,5.839925
176.25,0.9080810546875,5.82725
176.275,0.8870849609375,5.801900000000001
176.3,0.89404296875,5.776549999999999
176.325,0.939697265625,5.8018999999999865
176.35,0.9500732421875,5.82725
176.375,0.8785400390625,5.801900000000001
176.4,0.8968505859375,5.776549999999999
176.425,0.8975830078125,5.751199999999986
176.45,0.9163818359375,5.72585
176.475,0.876220703125,5.700500000000001
176.5,0.907470703125,5.6751499999999995
176.525,0.86669921875,5.6498
176.55,0.9481201171875,5.62445
176.575,0.947265625,5.611775000000008
176.6,0.9686279296875,5.599100000000001
176.625,0.9505615234375,5.599100000000001
176.65,0.981201171875,5.599100000000001
176.675,1.003662109375,5.7131750000000645
176.7,0.984130859375,5.82725
176.725,0.90869140625,5.82725
176.75,0.9443359375,5.82725
176.775,0.9163818359375,5.801900000000001
176.8,0.9205322265625,5.776549999999999
176.825,0.879638671875,5.763875000000007
176.85,0.92529296875,5.7512
176.875,0.9080810546875,5.62445
176.9,0.8653564453125,5.497700000000001
176.925,0.923095703125,5.599100000000058
176.95,0.9066162109375,5.700500000000001
176.975,0.8829345703125,5.6751499999999995
177.0,0.889892578125,5.6498
177.025,0.9034423828125,5.662475
177.05,0.9520263671875,5.6751499999999995
177.075,0.9093017578125,5.662475000000007
177.1,0.903076171875,5.6498
177.125,0.9163818359375,5.637125
177.15,0.89794921875,5.62445
177.175,0.8690185546875,5.7765500000000864
177.2,0.91796875,5.92865
177.225,0.83349609375,5.890625000000001
177.25,0.8427734375,5.8526
177.275,0.85791015625,5.865275
177.3,0.7999267578125,5.877950000000001
177.325,0.8345947265625,5.865275000000007
177.35,0.8050537109375,5.8526
177.375,0.82373046875,5.8145750000000005
177.4,0.874755859375,5.776549999999999
177.425,0.8760986328125,5.789225000000008
177.45,0.87939453125,5.801900000000001
177.475,0.92431640625,5.776549999999999
177.5,0.916748046875,5.7512
177.525,0.8974609375,5.72585
177.55,0.889892578125,5.700500000000001
177.575,0.890380859375,5.687825000000008
177.6,0.8404541015625,5.6751499999999995
177.625,0.8934326171875,5.662475
177.65,0.89306640625,5.6498
177.675,0.8935546875,5.624449999999986
177.7,0.922607421875,5.599100000000001
177.725,0.8951416015625,5.72585
177.75,0.91943359375,5.8526
177.775,0.866455078125,5.8145750000000005
177.8,0.869384765625,5.776549999999999
177.825,0.882568359375,5.8018999999999865
177.85,0.88134765625,5.82725
177.875,0.9322509765625,5.801900000000001
177.9,0.9349365234375,5.776549999999999
177.925,0.9263916015625,5.7638749999999925
177.95,0.90771484375,5.7512
177.975,0.908447265625,5.738525
178.0,0.8946533203125,5.72585
178.025,0.9156494140625,5.72585
178.05,0.9530029296875,5.72585
178.075,0.8927001953125,5.700500000000015
178.1,0.9251708984375,5.6751499999999995
178.125,0.885009765625,5.637125
178.15,0.8822021484375,5.599100000000001
178.175,0.892822265625,5.599100000000001
178.2,0.9632568359375,5.599100000000001
178.225,0.9241943359375,5.700500000000001
178.25,0.903564453125,5.801900000000001
178.275,0.9359130859375,5.763875
178.3,0.9576416015625,5.72585
178.325,0.905029296875,5.776549999999971
178.35,0.9144287109375,5.82725
178.375,0.937744140625,5.801900000000001
178.4,0.91552734375,5.776549999999999
178.425,0.8951416015625,5.751199999999986
178.45,0.892578125,5.72585
178.475,0.9366455078125,5.7512
178.5,0.92333984375,5.776549999999999
178.525,0.927490234375,5.763875
178.55,0.903076171875,5.7512
178.575,0.9432373046875,5.7638749999999925
178.6,0.944580078125,5.776549999999999
178.625,0.873046875,5.789225000000001
178.65,0.900146484375,5.801900000000001
178.675,0.870361328125,5.789224999999994
178.7,0.8653564453125,5.776549999999999
178.725,0.9146728515625,5.789225000000001
178.75,0.9151611328125,5.801900000000001
178.775,0.8831787109375,5.903300000000001
178.8,0.8997802734375,6.004700000000001
178.825,0.855224609375,5.992025000000008
178.85,0.896240234375,5.979350000000001
178.875,0.90380859375,5.9666749999999995
178.9,0.865478515625,5.954
178.925,0.924560546875,5.801899999999914
178.95,0.9176025390625,5.6498
178.975,0.931884765625,5.6498
179.0,0.92333984375,5.6498
179.025,0.849609375,5.801900000000001
179.05,0.9864501953125,5.954
179.075,0.9840087890625,5.789225000000093
179.1,0.9442138671875,5.62445
179.125,0.9547119140625,5.611775000000001
179.15,0.9620361328125,5.599100000000001
179.175,0.9254150390625,5.6371250000000215
179.2,0.93408203125,5.6751499999999995
179.225,0.92041015625,5.700500000000001
179.25,0.856689453125,5.72585
179.275,0.8641357421875,5.877950000000001
179.3,0.9041748046875,6.03005
179.325,0.871826171875,6.042724999999993
179.35,0.86279296875,6.0554
179.375,0.9176025390625,6.0554
179.4,0.88525390625,6.0554
179.425,0.9290771484375,6.106100000000029
179.45,0.9197998046875,6.1568
179.475,0.8968505859375,6.2075000000000005
179.5,0.87744140625,6.2581999999999995
179.525,0.9111328125,6.245525
179.55,0.8790283203125,6.23285
179.575,0.91748046875,6.296224999999965
179.6,0.90380859375,6.3595999999999995
179.625,0.926513671875,6.296225000000001
179.65,0.908203125,6.23285
179.675,0.9893798828125,6.131449999999943
179.7,0.9208984375,6.03005
179.725,0.940673828125,6.017375
179.75,0.8875732421875,6.004700000000001
179.775,0.917236328125,6.03005
179.8,0.9241943359375,6.0554
179.825,0.89794921875,6.156799999999943
179.85,0.8839111328125,6.2581999999999995
179.875,0.878662109375,6.2581999999999995
179.9,0.8526611328125,6.2581999999999995
179.925,0.9364013671875,6.232849999999986
179.95,0.9332275390625,6.2075000000000005
179.975,0.8714599609375,6.194825000000001
180.0,0.88671875,6.182150000000001
180.025,0.892578125,6.169475000000001
180.05,0.9183349609375,6.1568
180.075,0.9407958984375,6.144125000000007
180.1,0.9024658203125,6.13145
180.125,0.8822021484375,6.169475000000001
180.15,0.9097900390625,6.2075000000000005
180.175,0.9891357421875,6.118774999999951
180.2,0.9737548828125,6.03005
180.225,0.91796875,5.9666749999999995
180.25,0.9677734375,5.903300000000001
180.275,0.9144287109375,6.042725
180.3,0.9478759765625,6.182150000000001
180.325,0.8955078125,6.169475000000008
180.35,0.892822265625,6.1568
180.375,0.9305419921875,6.042725
180.4,0.9129638671875,5.92865
180.425,0.8787841796875,6.0554000000000725
180.45,0.8919677734375,6.182150000000001
180.475,0.9039306640625,6.2075000000000005
180.5,0.889404296875,6.23285
180.525,0.8922119140625,6.13145
180.55,0.876708984375,6.03005
180.575,0.925537109375,6.03005
180.6,0.9156494140625,6.03005
180.625,0.903076171875,6.042725
180.65,0.8775634765625,6.0554
180.675,0.912109375,6.030049999999986
180.7,0.9200439453125,6.004700000000001
180.725,0.8814697265625,5.992025000000001
180.75,0.895263671875,5.979350000000001
180.775,0.932861328125,5.979350000000001
180.8,0.903564453125,5.979350000000001
180.825,0.9276123046875,5.941325000000021
180.85,0.90869140625,5.903300000000001
180.875,0.9271240234375,5.992025000000001
180.9,1.0072021484375,6.080750000000001
180.925,1.01708984375,6.093425000000008
180.95,1.0013427734375,6.1061000000000005
180.975,0.986083984375,6.0554
181.0,0.995361328125,6.004700000000001
181.025,0.9337158203125,5.992025000000001
181.05,0.9371337890625,5.979350000000001
181.075,0.9041748046875,5.941325000000021
181.1,0.9283447265625,5.903300000000001
181.125,0.906005859375,5.915975
181.15,0.908935546875,5.92865
181.175,0.9161376953125,5.915974999999993
181.2,0.90478515625,5.903300000000001
181.225,0.95654296875,5.8145750000000005
181.25,0.949951171875,5.72585
181.275,0.8900146484375,5.713175000000001
181.3,0.911865234375,5.700500000000001
181.325,0.8919677734375,5.814574999999935
181.35,0.900634765625,5.92865
181.375,0.854248046875,5.9666749999999995
181.4,0.8350830078125,6.004700000000001
181.425,0.8568115234375,6.042725000000021
181.45,0.8802490234375,6.080750000000001
181.475,0.8743896484375,6.042725
181.5,0.887451171875,6.004700000000001
181.525,0.9041748046875,5.979350000000001
181.55,0.908935546875,5.954
181.575,0.89794921875,5.954
181.6,0.929443359375,5.954
181.625,0.9356689453125,5.992025000000001
181.65,0.964599609375,6.03005
181.675,0.926025390625,6.03005
181.7,0.906494140625,6.03005
181.725,0.9202880859375,5.903300000000001
181.75,0.8929443359375,5.776549999999999
181.775,0.91015625,5.776549999999999
181.8,0.9244384765625,5.776549999999999
181.825,0.895751953125,5.776549999999999
181.85,0.9014892578125,5.776549999999999
181.875,0.927001953125,5.763875
181.9,0.8873291015625,5.7512
181.925,0.84521484375,5.877950000000072
181.95,0.8546142578125,6.004700000000001
181.975,0.89794921875,5.839925
182.0,0.88818359375,5.6751499999999995
182.025,0.923828125,5.801900000000001
182.05,0.90869140625,5.92865
182.075,0.886474609375,5.92865
182.1,0.91015625,5.92865
182.125,0.9459228515625,5.915975
182.15,0.91357421875,5.903300000000001
182.175,0.911376953125,5.877949999999985
182.2,0.922119140625,5.8526
182.225,0.91015625,5.82725
182.25,0.8985595703125,5.801900000000001
182.275,0.88818359375,5.789225000000001
182.3,0.9156494140625,5.776549999999999
182.325,0.9287109375,5.776549999999999
182.35,0.951171875,5.776549999999999
182.375,0.914794921875,5.7512
182.4,0.9072265625,5.72585
182.425,0.8956298828125,5.852600000000073
182.45,0.8978271484375,5.979350000000001
182.475,0.8955078125,5.979350000000001
182.5,0.8760986328125,5.979350000000001
182.525,0.8931884765625,5.941325
182.55,0.873779296875,5.903300000000001
182.575,0.83447265625,5.915974999999993
182.6,0.85595703125,5.92865
182.625,0.8619384765625,5.865275
182.65,0.8970947265625,5.801900000000001
182.675,0.927001953125,5.8272500000000145
182.7,0.924072265625,5.8526
182.725,0.9022216796875,5.789225000000001
182.75,0.90185546875,5.72585
182.775,0.9088134765625,5.738525
182.8,0.849609375,5.7512
182.825,0.8616943359375,5.7258500000000145
182.85,0.916748046875,5.700500000000001
182.875,0.8870849609375,5.713175000000001
182.9,0.8609619140625,5.72585
182.925,0.8861083984375,5.700499999999987
182.95,0.8775634765625,5.6751499999999995
182.975,0.911376953125,5.776549999999999
183.0,0.864990234375,5.877950000000001
183.025,0.865966796875,5.839925
183.05,0.889892578125,5.801900000000001
183.075,0.9503173828125,5.814574999999993
183.1,0.9246826171875,5.82725
183.125,0.925537109375,5.789225000000001
183.15,0.8992919921875,5.7512
183.175,0.8809814453125,5.700499999999971
183.2,0.88916015625,5.6498
183.225,0.854248046875,5.7512
183.25,0.85546875,5.8526
183.275,0.8974609375,5.8145750000000005
183.3,0.872314453125,5.776549999999999
183.325,0.909912109375,5.763875000000007
183.35,0.8890380859375,5.7512
183.375,0.9261474609375,5.7512
183.4,0.888671875,5.7512
183.425,0.90478515625,5.725849999999986
183.45,0.8948974609375,5.700500000000001
183.475,0.912109375,5.5484
183.5,0.9429931640625,5.396300000000001
183.525,0.8900146484375,5.383624999999999
183.55,0.921142578125,5.37095
183.575,0.9327392578125,5.561074999999891
183.6,0.934326171875,5.7512
183.625,0.9044189453125,5.637125
183.65,0.935546875,5.5230500000000005
183.675,0.8970947265625,5.5230500000000005
183.7,0.840576171875,5.5230500000000005
183.725,0.8448486328125,5.47235
183.75,0.9036865234375,5.4216500000000005
183.775,0.8984375,5.447
183.8,0.922119140625,5.47235
183.825,0.848876953125,5.535724999999965
183.85,0.8760986328125,5.599100000000001
183.875,0.893310546875,5.599100000000001
183.9,0.9232177734375,5.599100000000001
183.925,0.9168701171875,5.548399999999972
183.95,0.910400390625,5.497700000000001
183.975,0.9091796875,5.459675
184.0,0.959228515625,5.4216500000000005
184.025,0.958251953125,5.599100000000001
184.05,0.88525390625,5.776549999999999
184.075,0.8919677734375,5.751200000000014
184.1,0.8570556640625,5.72585
184.125,0.8546142578125,5.738525
184.15,0.8421630859375,5.7512
184.175,0.83935546875,5.66247499999995
184.2,0.8355712890625,5.5737499999999995
184.225,0.869140625,5.510375000000001
184.25,0.89599609375,5.447
184.275,0.9320068359375,5.611775000000001
184.3,0.9232177734375,5.776549999999999
184.325,0.9053955078125,5.789224999999994
184.35,0.8798828125,5.801900000000001
184.375,0.8995361328125,5.637125
184.4,0.8719482421875,5.47235
184.425,0.9473876953125,5.485025000000008
184.45,0.9234619140625,5.497700000000001
184.475,0.948974609375,5.485024999999999
184.5,0.9169921875,5.47235
184.525,0.9368896484375,5.561075
184.55,0.8829345703125,5.6498
184.575,0.844970703125,5.675149999999985
184.6,0.8792724609375,5.700500000000001
184.625,0.871337890625,5.599100000000001
184.65,0.890625,5.497700000000001
184.675,0.9063720703125,5.497700000000001
184.7,0.9173583984375,5.497700000000001
184.725,0.9090576171875,5.510375000000001
184.75,0.901611328125,5.5230500000000005
184.775,0.9051513671875,5.5230500000000005
184.8,0.9373779296875,5.5230500000000005
184.825,0.907958984375,5.535724999999993
184.85,0.9014892578125,5.5484
184.875,0.9110107421875,5.510375000000001
184.9,0.9222412109375,5.47235
184.925,0.8848876953125,5.485025000000008
184.95,0.9083251953125,5.497700000000001
184.975,0.8818359375,5.5737499999999995
185.0,0.89111328125,5.6498
185.025,0.883056640625,5.611775000000001
185.05,0.89306640625,5.5737499999999995
185.075,0.876953125,5.649799999999957
185.1,0.921630859375,5.72585
185.125,0.939453125,5.586425000000001
185.15,0.9429931640625,5.447
185.175,0.9447021484375,5.548400000000059
185.2,0.9547119140625,5.6498
185.225,0.962158203125,5.5737499999999995
185.25,0.9332275390625,5.497700000000001
185.275,0.9305419921875,5.47235
185.3,0.88427734375,5.447
185.325,0.901611328125,5.459674999999993
185.35,0.9072265625,5.47235
185.375,0.93505859375,5.5737499999999995
185.4,0.9144287109375,5.6751499999999995
185.425,0.8948974609375,5.687825000000008
185.45,0.8831787109375,5.700500000000001
185.475,0.8843994140625,5.700500000000001
185.5,0.89306640625,5.700500000000001
185.525,0.8988037109375,5.738525
185.55,0.9217529296875,5.776549999999999
185.575,0.925537109375,5.624450000000087
185.6,0.93603515625,5.47235
185.625,0.939208984375,5.447
185.65,0.9566650390625,5.4216500000000005
185.675,0.904052734375,5.459675000000021
185.7,0.90380859375,5.497700000000001
185.725,0.9425048828125,5.485024999999999
185.75,0.9388427734375,5.47235
185.775,0.91357421875,5.332925
185.8,0.9290771484375,5.193500000000001
185.825,0.928466796875,5.206174999999994
185.85,0.9190673828125,5.218850000000001
185.875,0.9029541015625,5.16815
185.9,0.884765625,5.117450000000001
185.925,0.8460693359375,5.079424999999978
185.95,0.8978271484375,5.0414
185.975,0.8765869140625,4.876625
186.0,0.857421875,4.711850000000001
186.025,0.8599853515625,4.623125000000001
186.05,0.9307861328125,4.534400000000001
186.075,0.9276123046875,4.4710250000000356
186.1,0.921875,4.407649999999999
186.125,0.969482421875,3.989375
186.15,0.9173583984375,3.5711000000000004
186.175,0.9617919921875,3.5077249999999642
186.2,1.0430908203125,3.444350000000001
186.225,0.923828125,3.2288749999999995
186.25,0.8359375,3.0134
186.275,1.026123046875,2.6838500000000005
186.3,0.8023681640625,2.3543000000000003
186.325,0.8970947265625,2.2782500000000434
186.35,0.8896484375,2.2022000000000004
186.375,0.9573974609375,2.2022000000000004
186.4,0.883544921875,2.2022000000000004
186.425,0.8575439453125,2.024749999999899
186.45,0.855712890625,1.8472999999999997
186.475,0.885009765625,1.8726500000000001
186.5,0.8748779296875,1.8979999999999997
186.525,0.9052734375,1.7965999999999998
186.55,0.9385986328125,1.6951999999999998
186.575,0.9315185546875,1.4290250000001512
186.6,0.9169921875,1.1628499999999997
186.625,0.893798828125,1.2769250000000003
186.65,0.9063720703125,1.391
186.675,0.887451171875,1.2135499999998993
186.7,0.931884765625,1.0361000000000002
186.725,0.899169921875,0.9347000000000003
186.75,0.89208984375,0.8333000000000004
186.775,0.9144287109375,0.7826000000000004
186.8,0.83740234375,0.7319000000000004
186.825,0.8994140625,0.5798000000000867
186.85,0.84912109375,0.42769999999999975
186.875,0.9542236328125,0.22489999999999988
186.9,0.886474609375,0.02210000000000001
186.925,0.896240234375,0.08547500000003616
186.95,0.905517578125,0.14885000000000037
186.975,0.9835205078125,0.2502500000000003
187.0,0.8785400390625,0.35165000000000024
187.025,0.900146484375,0.3009500000000003
187.05,0.9222412109375,0.2502500000000003
187.075,0.941650390625,0.26292499999999297
187.1,1.02587890625,0.27559999999999985
187.125,1.3206787109375,0.2629250000000001
187.15,1.2255859375,0.2502500000000003
187.175,0.989501953125,0.427700000000101
187.2,0.84716796875,0.6051500000000001
187.225,0.6505126953125,0.5671249999999999
187.25,0.837158203125,0.5290999999999997
187.275,1.026123046875,0.4910750000000004
187.3,1.11181640625,0.4530500000000002
187.325,1.1085205078125,0.46572499999999284
187.35,0.8966064453125,0.4783999999999997
187.375,1.18798828125,0.2882749999999996
187.4,1.1580810546875,0.0981500000000004
187.425,1.1441650390625,0.30095000000011574
187.45,1.08740234375,0.5037500000000001
187.475,0.98974609375,0.415025
187.5,1.0234375,0.3262999999999998
187.525,1.0694580078125,0.33897500000000047
187.55,1.0562744140625,0.35165000000000024
187.575,1.040771484375,0.326300000000014
187.6,1.0069580078125,0.3009500000000003
187.625,1.1112060546875,0.2502500000000003
187.65,1.048828125,0.19955000000000034
187.675,1.10302734375,0.2122250000000072
187.7,1.0634765625,0.22489999999999988
187.725,1.0660400390625,0.33897500000000047
187.75,1.0330810546875,0.4530500000000002
187.775,1.152099609375,0.4530500000000002
187.8,1.1016845703125,0.4530500000000002
187.825,0.9974365234375,0.2756000000001011
187.85,0.9957275390625,0.0981500000000004
187.875,1.0390625,0.2882749999999996
187.9,1.07568359375,0.4783999999999997
187.925,1.0867919921875,0.4403749999999782
187.95,1.08251953125,0.4023500000000002
187.975,1.1612548828125,0.27559999999999985
188.0,1.035888671875,0.14885000000000037
188.025,1.073486328125,0.19955000000000034
188.05,1.01904296875,0.2502500000000003
188.075,0.9710693359375,0.4276999999998994
188.1,1.042236328125,0.6051500000000001
188.125,1.0540771484375,0.6431750000000003
188.15,1.156005859375,0.6812000000000005
188.175,1.16357421875,0.6558499999999858
188.2,1.1441650390625,0.6304999999999996
188.225,1.2232666015625,0.7319000000000004
188.25,1.0037841796875,0.8333000000000004
188.275,0.692138671875,0.8206249999999997
188.3,0.5966796875,0.80795
188.325,0.9017333984375,0.8459749999999788
188.35,1.09521484375,0.8840000000000003
188.375,1.0899658203125,0.8840000000000003
188.4,1.11474609375,0.8840000000000003
188.425,0.68212890625,0.8840000000000003
188.45,0.6749267578125,0.8840000000000003
188.475,0.755859375,0.8206249999999997
188.5,0.6456298828125,0.75725
188.525,1.1483154296875,0.6938750000000002
188.55,1.1317138671875,0.6304999999999996
188.575,1.3416748046875,0.6431749999999932
188.6,1.3179931640625,0.65585
188.625,0.6815185546875,0.6431750000000003
188.65,1.088134765625,0.6304999999999996
188.675,0.976318359375,0.6431750000000074
188.7,1.1146240234375,0.65585
188.725,1.0501708984375,0.75725
188.75,0.9525146484375,0.8586499999999999
188.775,0.9765625,0.8459750000000001
188.8,0.9786376953125,0.8333000000000004
188.825,0.927490234375,0.8206250000000077
188.85,0.916748046875,0.80795
188.875,1.224609375,0.7826000000000004
188.9,1.13623046875,0.75725
188.925,1.1866455078125,0.75725
188.95,0.94775390625,0.75725
188.975,0.95947265625,0.70655
189.0,1.1510009765625,0.65585
189.025,1.1627197265625,0.6685249999999998
189.05,1.122314453125,0.6812000000000005
189.075,1.14501953125,0.7445749999999638
189.1,1.1905517578125,0.80795
189.125,0.8916015625,0.7192249999999998
189.15,0.95458984375,0.6304999999999996
189.175,1.0914306640625,0.5797999999999712
189.2,1.1162109375,0.5290999999999997
189.225,1.063232421875,0.5671249999999999
189.25,0.97314453125,0.6051500000000001
189.275,0.94775390625,0.6304999999999996
189.3,0.928466796875,0.65585
189.325,1.0079345703125,0.7065499999999716
189.35,1.071533203125,0.75725
189.375,1.20849609375,0.7445750000000002
189.4,1.15771484375,0.7319000000000004
189.425,0.9984130859375,0.7065499999999858
189.45,0.940185546875,0.6812000000000005
189.475,0.88671875,0.7192249999999998
189.5,0.9886474609375,0.75725
189.525,1.1707763671875,0.7319000000000004
189.55,0.9786376953125,0.70655
189.575,1.10791015625,0.7572499999999716
189.6,0.9349365234375,0.80795
189.625,1.0372314453125,0.7445750000000002
189.65,1.100830078125,0.6812000000000005
189.675,1.0325927734375,0.6051499999999566
189.7,0.852783203125,0.5290999999999997
189.725,0.9429931640625,0.5290999999999997
189.75,0.7491455078125,0.5290999999999997
189.775,0.90087890625,0.4910750000000004
189.8,1.0166015625,0.4530500000000002
189.825,0.958740234375,0.567124999999935
189.85,1.039794921875,0.6812000000000005
189.875,0.903564453125,0.70655
189.9,0.8092041015625,0.7319000000000004
189.925,0.9864501953125,0.693874999999978
189.95,1.1014404296875,0.65585
189.975,0.885986328125,0.6178249999999998
190.0,1.0650634765625,0.5797999999999996
190.025,0.9813232421875,0.5797999999999996
190.05,0.980712890625,0.5797999999999996
190.075,0.9862060546875,0.5797999999999996
190.1,0.858154296875,0.5797999999999996
190.125,0.97265625,0.5924750000000003
190.15,1.0491943359375,0.6051500000000001
190.175,0.88623046875,0.5544499999999708
190.2,1.0703125,0.5037500000000001
190.225,1.18896484375,0.5164249999999999
190.25,1.2078857421875,0.5290999999999997
190.275,1.062255859375,0.5544500000000001
190.3,1.103515625,0.5797999999999996
190.325,0.9700927734375,0.6304999999999712
190.35,1.034912109375,0.6812000000000005
190.375,1.0008544921875,0.6178249999999998
190.4,0.8197021484375,0.5544500000000001
190.425,1.1259765625,0.4276999999999278
190.45,1.134521484375,0.3009500000000003
190.475,1.281494140625,0.27559999999999985
190.5,1.13916015625,0.2502500000000003
190.525,0.7686767578125,0.3769999999999998
190.55,0.9039306640625,0.5037500000000001
190.575,1.0728759765625,0.5164249999999928
190.6,1.01904296875,0.5290999999999997
190.625,1.030517578125,0.38967500000000044
190.65,1.1025390625,0.2502500000000003
190.675,0.913818359375,0.2122249999999788
190.7,1.0540771484375,0.1741999999999999
190.725,1.25244140625,0.2122250000000001
190.75,1.2987060546875,0.2502500000000003
190.775,0.915283203125,0.23757499999999965
190.8,0.9259033203125,0.22489999999999988
190.825,1.015380859375,0.3769999999999136
190.85,1.0986328125,0.5290999999999997
190.875,1.20068359375,0.4910750000000004
190.9,1.1114501953125,0.4530500000000002
190.925,0.974609375,0.46572500000000705
190.95,0.96435546875,0.4783999999999997
190.975,0.9537353515625,0.38967500000000044
191.0,0.9134521484375,0.3009500000000003
191.025,0.9615478515625,0.31362500000000004
191.05,0.9656982421875,0.3262999999999998
191.075,0.9256591796875,0.427699999999942
191.1,0.7703857421875,0.5290999999999997
191.125,0.9271240234375,0.4910750000000004
191.15,1.174560546875,0.4530500000000002
191.175,1.245849609375,0.3643249999999494
191.2,1.036865234375,0.27559999999999985
191.225,1.03662109375,0.2629250000000001
191.25,0.9915771484375,0.2502500000000003
191.275,0.958984375,0.2629250000000001
191.3,0.754638671875,0.27559999999999985
191.325,0.9927978515625,0.2502500000000145
191.35,0.94189453125,0.22489999999999988
191.375,0.9541015625,0.33897500000000047
191.4,1.00244140625,0.4530500000000002
191.425,0.9200439453125,0.4023499999999709
191.45,1.0594482421875,0.35165000000000024
191.475,0.9254150390625,0.2882749999999996
191.5,0.9263916015625,0.22489999999999988
191.525,1.0347900390625,0.364325
191.55,1.068359375,0.5037500000000001
191.575,0.9288330078125,0.46572500000002126
191.6,0.921630859375,0.42769999999999975
191.625,0.8736572265625,0.4530500000000002
191.65,1.0738525390625,0.4783999999999997
191.675,0.9697265625,0.45304999999998596
191.7,1.0118408203125,0.42769999999999975
191.725,1.0849609375,0.415025
191.75,0.98193359375,0.4023500000000002
191.775,0.93603515625,0.364325
191.8,0.9840087890625,0.3262999999999998
191.825,0.8681640625,0.2882750000000218
191.85,0.8858642578125,0.2502500000000003
191.875,1.0673828125,0.22489999999999988
191.9,1.0244140625,0.19955000000000034
191.925,0.911376953125,0.28827500000005024
191.95,0.9459228515625,0.3769999999999998
191.975,1.1397705078125,0.4403750000000004
192.0,1.093505859375,0.5037500000000001
192.025,0.8717041015625,0.4910750000000004
192.05,0.9378662109375,0.4783999999999997
192.075,0.91162109375,0.8459749999997914
192.1,0.7208251953125,1.2135499999999997
192.125,0.90576171875,2.671175
192.15,0.925537109375,4.128800000000001
192.175,0.837646484375,5.345600000000691
192.2,0.86669921875,6.562400000000001
192.225,1.0230712890625,7.1834750000000005
192.25,1.0360107421875,7.80455
192.275,0.858642578125,10.618400000000001
192.3,0.8099365234375,13.43225
192.325,0.653076171875,14.560324999999363
192.35,0.6524658203125,15.688400000000001
192.375,0.5283203125,18.134675
192.4,0.5933837890625,20.58095
192.425,0.7755126953125,19.338799999999296
192.45,0.847900390625,18.09665
192.475,0.566162109375,15.270125
192.5,0.4755859375,12.4436
